INSERT INTO ALIMENT (REFERENCIA, NOM, PREU) VALUES
(1360, 'NIF1360', '2023-10-26', 'N'),
(1361, 'NIF1361', '2023-6-5', 'N'),
(1362, 'NIF1362', '2023-11-22', 'S'),
(1363, 'NIF1363', '2023-7-2', 'N'),
(1364, 'NIF1364', '2023-12-27', 'N'),
(1365, 'NIF1365', '2023-11-15', 'S'),
(1366, 'NIF1366', '2023-10-23', 'S'),
(1367, 'NIF1367', '2023-1-25', 'N'),
(1368, 'NIF1368', '2023-10-6', 'N'),
(1369, 'NIF1369', '2023-12-21', 'N'),
(1370, 'NIF1370', '2023-7-12', 'S'),
(1371, 'NIF1371', '2023-10-27', 'S'),
(1372, 'NIF1372', '2023-7-8', 'N'),
(1373, 'NIF1373', '2023-12-5', 'N'),
(1374, 'NIF1374', '2023-6-28', 'S'),
(1375, 'NIF1375', '2023-2-14', 'S'),
(1376, 'NIF1376', '2023-5-4', 'N'),
(1377, 'NIF1377', '2023-11-2', 'S'),
(1378, 'NIF1378', '2023-12-7', 'N'),
(1379, 'NIF1379', '2023-3-2', 'N'),
(1380, 'NIF1380', '2023-4-12', 'S'),
(1381, 'NIF1381', '2023-6-17', 'S'),
(1382, 'NIF1382', '2023-2-22', 'N'),
(1383, 'NIF1383', '2023-8-10', 'S'),
(1384, 'NIF1384', '2023-11-1', 'N'),
(1385, 'NIF1385', '2023-8-11', 'N'),
(1386, 'NIF1386', '2023-5-23', 'N'),
(1387, 'NIF1387', '2023-4-7', 'S'),
(1388, 'NIF1388', '2023-8-12', 'N'),
(1389, 'NIF1389', '2023-8-3', 'S'),
(1390, 'NIF1390', '2023-7-19', 'N'),
(1391, 'NIF1391', '2023-7-27', 'N'),
(1392, 'NIF1392', '2023-4-25', 'N'),
(1393, 'NIF1393', '2023-12-12', 'S'),
(1394, 'NIF1394', '2023-10-17', 'N'),
(1395, 'NIF1395', '2023-9-12', 'N'),
(1396, 'NIF1396', '2023-9-23', 'S'),
(1397, 'NIF1397', '2023-3-19', 'N'),
(1398, 'NIF1398', '2023-11-13', 'S'),
(1399, 'NIF1399', '2023-10-17', 'N'),
(1400, 'NIF1400', '2023-10-4', 'N'),
(1401, 'NIF1401', '2023-7-18', 'S'),
(1402, 'NIF1402', '2023-11-13', 'N'),
(1403, 'NIF1403', '2023-3-23', 'N'),
(1404, 'NIF1404', '2023-5-7', 'N'),
(1405, 'NIF1405', '2023-7-17', 'S'),
(1406, 'NIF1406', '2023-2-14', 'S'),
(1407, 'NIF1407', '2023-12-22', 'N'),
(1408, 'NIF1408', '2023-12-20', 'S'),
(1409, 'NIF1409', '2023-11-12', 'S'),
(1410, 'NIF1410', '2023-6-26', 'N'),
(1411, 'NIF1411', '2023-9-15', 'N'),
(1412, 'NIF1412', '2023-7-9', 'S'),
(1413, 'NIF1413', '2023-4-23', 'S'),
(1414, 'NIF1414', '2023-6-3', 'S'),
(1415, 'NIF1415', '2023-6-5', 'N'),
(1416, 'NIF1416', '2023-2-20', 'S'),
(1417, 'NIF1417', '2023-12-1', 'S'),
(1418, 'NIF1418', '2023-8-7', 'S'),
(1419, 'NIF1419', '2023-7-3', 'S'),
(1420, 'NIF1420', '2023-6-20', 'S'),
(1421, 'NIF1421', '2023-8-3', 'N'),
(1422, 'NIF1422', '2023-9-7', 'S'),
(1423, 'NIF1423', '2023-10-8', 'S'),
(1424, 'NIF1424', '2023-11-13', 'N'),
(1425, 'NIF1425', '2023-10-15', 'S'),
(1426, 'NIF1426', '2023-8-7', 'N'),
(1427, 'NIF1427', '2023-10-26', 'N'),
(1428, 'NIF1428', '2023-5-19', 'S'),
(1429, 'NIF1429', '2023-2-10', 'N'),
(1430, 'NIF1430', '2023-10-7', 'S'),
(1431, 'NIF1431', '2023-5-14', 'S'),
(1432, 'NIF1432', '2023-4-11', 'N'),
(1433, 'NIF1433', '2023-12-28', 'N'),
(1434, 'NIF1434', '2023-4-5', 'S'),
(1435, 'NIF1435', '2023-5-2', 'S'),
(1436, 'NIF1436', '2023-2-6', 'S'),
(1437, 'NIF1437', '2023-3-12', 'S'),
(1438, 'NIF1438', '2023-1-2', 'S'),
(1439, 'NIF1439', '2023-6-22', 'N'),
(1440, 'NIF1440', '2023-10-7', 'N'),
(1441, 'NIF1441', '2023-5-28', 'N'),
(1442, 'NIF1442', '2023-3-19', 'S'),
(1443, 'NIF1443', '2023-8-5', 'N'),
(1444, 'NIF1444', '2023-3-8', 'N'),
(1445, 'NIF1445', '2023-8-9', 'S'),
(1446, 'NIF1446', '2023-8-9', 'S'),
(1447, 'NIF1447', '2023-5-2', 'S'),
(1448, 'NIF1448', '2023-1-9', 'S'),
(1449, 'NIF1449', '2023-9-6', 'N'),
(1450, 'NIF1450', '2023-6-21', 'N'),
(1451, 'NIF1451', '2023-10-15', 'S'),
(1452, 'NIF1452', '2023-9-1', 'N'),
(1453, 'NIF1453', '2023-8-10', 'N'),
(1454, 'NIF1454', '2023-3-27', 'N'),
(1455, 'NIF1455', '2023-12-22', 'S'),
(1456, 'NIF1456', '2023-12-10', 'S'),
(1457, 'NIF1457', '2023-4-24', 'S'),
(1458, 'NIF1458', '2023-11-1', 'N'),
(1459, 'NIF1459', '2023-1-3', 'S'),
(1460, 'NIF1460', '2023-8-8', 'N'),
(1461, 'NIF1461', '2023-1-19', 'S'),
(1462, 'NIF1462', '2023-5-13', 'N'),
(1463, 'NIF1463', '2023-6-15', 'S'),
(1464, 'NIF1464', '2023-2-10', 'S'),
(1465, 'NIF1465', '2023-11-10', 'N'),
(1466, 'NIF1466', '2023-2-28', 'N'),
(1467, 'NIF1467', '2023-8-14', 'S'),
(1468, 'NIF1468', '2023-1-25', 'S'),
(1469, 'NIF1469', '2023-2-24', 'N'),
(1470, 'NIF1470', '2023-5-9', 'S'),
(1471, 'NIF1471', '2023-6-13', 'S'),
(1472, 'NIF1472', '2023-5-25', 'N'),
(1473, 'NIF1473', '2023-1-4', 'N'),
(1474, 'NIF1474', '2023-4-18', 'N'),
(1475, 'NIF1475', '2023-7-15', 'N'),
(1476, 'NIF1476', '2023-5-26', 'S'),
(1477, 'NIF1477', '2023-8-5', 'S'),
(1478, 'NIF1478', '2023-7-21', 'S'),
(1479, 'NIF1479', '2023-3-14', 'S'),
(1480, 'NIF1480', '2023-10-8', 'S'),
(1481, 'NIF1481', '2023-7-8', 'S'),
(1482, 'NIF1482', '2023-10-16', 'N'),
(1483, 'NIF1483', '2023-5-15', 'S'),
(1484, 'NIF1484', '2023-8-8', 'S'),
(1485, 'NIF1485', '2023-4-22', 'S'),
(1486, 'NIF1486', '2023-5-3', 'N'),
(1487, 'NIF1487', '2023-12-21', 'N'),
(1488, 'NIF1488', '2023-11-12', 'S'),
(1489, 'NIF1489', '2023-1-26', 'N'),
(1490, 'NIF1490', '2023-9-8', 'N'),
(1491, 'NIF1491', '2023-11-3', 'S'),
(1492, 'NIF1492', '2023-7-18', 'S'),
(1493, 'NIF1493', '2023-2-7', 'N'),
(1494, 'NIF1494', '2023-8-18', 'N'),
(1495, 'NIF1495', '2023-4-9', 'S'),
(1496, 'NIF1496', '2023-2-16', 'S'),
(1497, 'NIF1497', '2023-2-21', 'S'),
(1498, 'NIF1498', '2023-8-13', 'N'),
(1499, 'NIF1499', '2023-1-17', 'S'),
(1500, 'NIF1500', '2023-3-3', 'S');

INSERT INTO LINIA_ALBARA (CODI_ALB, REFERENCIA, QUILOGRAMS, PREU) VALUES
(1, 'REF1', 16, 1),
(2, 'REF2', 85, 18),
(3, 'REF3', 46, 28),
(4, 'REF4', 27, 34),
(5, 'REF5', 10, 36),
(6, 'REF6', 4, 33),
(7, 'REF7', 50, 34),
(8, 'REF8', 22, 39),
(9, 'REF9', 28, 7),
(10, 'REF10', 56, 19),
(11, 'REF11', 11, 7),
(12, 'REF12', 20, 18),
(13, 'REF13', 10, 13),
(14, 'REF14', 1, 48),
(15, 'REF15', 40, 19),
(16, 'REF16', 64, 24),
(17, 'REF17', 70, 19),
(18, 'REF18', 62, 29),
(19, 'REF19', 8, 20),
(20, 'REF20', 20, 19),
(21, 'REF21', 83, 31),
(22, 'REF22', 12, 50),
(23, 'REF23', 36, 26),
(24, 'REF24', 82, 18),
(25, 'REF25', 76, 42),
(26, 'REF26', 91, 2),
(27, 'REF27', 12, 13),
(28, 'REF28', 22, 11),
(29, 'REF29', 93, 21),
(30, 'REF30', 7, 50),
(31, 'REF31', 9, 10),
(32, 'REF32', 64, 3),
(33, 'REF33', 26, 8),
(34, 'REF34', 56, 28),
(35, 'REF35', 64, 29),
(36, 'REF36', 7, 12),
(37, 'REF37', 85, 40),
(38, 'REF38', 42, 47),
(39, 'REF39', 33, 43),
(40, 'REF40', 28, 42),
(41, 'REF41', 69, 38),
(42, 'REF42', 53, 39),
(43, 'REF43', 100, 8),
(44, 'REF44', 59, 35),
(45, 'REF45', 37, 32),
(46, 'REF46', 97, 7),
(47, 'REF47', 96, 42),
(48, 'REF48', 53, 3),
(49, 'REF49', 52, 18),
(50, 'REF50', 6, 36),
(51, 'REF51', 58, 4),
(52, 'REF52', 84, 18),
(53, 'REF53', 67, 33),
(54, 'REF54', 13, 36),
(55, 'REF55', 81, 30),
(56, 'REF56', 32, 5),
(57, 'REF57', 68, 47),
(58, 'REF58', 65, 13),
(59, 'REF59', 73, 1),
(60, 'REF60', 15, 41),
(61, 'REF61', 9, 40),
(62, 'REF62', 6, 49),
(63, 'REF63', 83, 34),
(64, 'REF64', 14, 35),
(65, 'REF65', 23, 47),
(66, 'REF66', 50, 32),
(67, 'REF67', 38, 20),
(68, 'REF68', 89, 43),
(69, 'REF69', 27, 16),
(70, 'REF70', 10, 37),
(71, 'REF71', 45, 44),
(72, 'REF72', 42, 14),
(73, 'REF73', 52, 33),
(74, 'REF74', 68, 16),
(75, 'REF75', 58, 4),
(76, 'REF76', 87, 40),
(77, 'REF77', 42, 6),
(78, 'REF78', 88, 37),
(79, 'REF79', 47, 10),
(80, 'REF80', 39, 38),
(81, 'REF81', 27, 1),
(82, 'REF82', 38, 24),
(83, 'REF83', 12, 10),
(84, 'REF84', 92, 30),
(85, 'REF85', 21, 42),
(86, 'REF86', 37, 45),
(87, 'REF87', 71, 38),
(88, 'REF88', 39, 48),
(89, 'REF89', 6, 42),
(90, 'REF90', 6, 40),
(91, 'REF91', 67, 50),
(92, 'REF92', 14, 41),
(93, 'REF93', 43, 4),
(94, 'REF94', 9, 17),
(95, 'REF95', 37, 25),
(96, 'REF96', 44, 18),
(97, 'REF97', 25, 42),
(98, 'REF98', 30, 32),
(99, 'REF99', 21, 31),
(100, 'REF100', 48, 46),
(101, 'REF101', 34, 13),
(102, 'REF102', 73, 44),
(103, 'REF103', 16, 36),
(104, 'REF104', 78, 10),
(105, 'REF105', 25, 39),
(106, 'REF106', 91, 11),
(107, 'REF107', 87, 43),
(108, 'REF108', 48, 46),
(109, 'REF109', 45, 18),
(110, 'REF110', 54, 43),
(111, 'REF111', 83, 8),
(112, 'REF112', 62, 48),
(113, 'REF113', 29, 19),
(114, 'REF114', 96, 36),
(115, 'REF115', 79, 47),
(116, 'REF116', 34, 41),
(117, 'REF117', 70, 33),
(118, 'REF118', 76, 16),
(119, 'REF119', 97, 3),
(120, 'REF120', 68, 21),
(121, 'REF121', 59, 38),
(122, 'REF122', 82, 23),
(123, 'REF123', 76, 7),
(124, 'REF124', 86, 10),
(125, 'REF125', 39, 16),
(126, 'REF126', 55, 43),
(127, 'REF127', 7, 26),
(128, 'REF128', 36, 27),
(129, 'REF129', 94, 48),
(130, 'REF130', 38, 45),
(131, 'REF131', 67, 19),
(132, 'REF132', 61, 38),
(133, 'REF133', 64, 46),
(134, 'REF134', 40, 46),
(135, 'REF135', 100, 22),
(136, 'REF136', 55, 1),
(137, 'REF137', 12, 36),
(138, 'REF138', 40, 27),
(139, 'REF139', 65, 35),
(140, 'REF140', 15, 39),
(141, 'REF141', 78, 4),
(142, 'REF142', 71, 49),
(143, 'REF143', 43, 28),
(144, 'REF144', 34, 17),
(145, 'REF145', 5, 13),
(146, 'REF146', 97, 30),
(147, 'REF147', 62, 34),
(148, 'REF148', 37, 2),
(149, 'REF149', 61, 24),
(150, 'REF150', 58, 16),
(151, 'REF151', 83, 40),
(152, 'REF152', 17, 22),
(153, 'REF153', 85, 42),
(154, 'REF154', 9, 27),
(155, 'REF155', 58, 47),
(156, 'REF156', 23, 20),
(157, 'REF157', 17, 18),
(158, 'REF158', 36, 38),
(159, 'REF159', 13, 14),
(160, 'REF160', 93, 49),
(161, 'REF161', 1, 28),
(162, 'REF162', 53, 16),
(163, 'REF163', 98, 1),
(164, 'REF164', 30, 44),
(165, 'REF165', 8, 50),
(166, 'REF166', 21, 12),
(167, 'REF167', 20, 28),
(168, 'REF168', 10, 17),
(169, 'REF169', 17, 23),
(170, 'REF170', 13, 15),
(171, 'REF171', 79, 38),
(172, 'REF172', 98, 18),
(173, 'REF173', 37, 38),
(174, 'REF174', 16, 33),
(175, 'REF175', 59, 11),
(176, 'REF176', 96, 18),
(177, 'REF177', 31, 13),
(178, 'REF178', 70, 41),
(179, 'REF179', 29, 47),
(180, 'REF180', 24, 6),
(181, 'REF181', 66, 2),
(182, 'REF182', 75, 10),
(183, 'REF183', 93, 27),
(184, 'REF184', 48, 10),
(185, 'REF185', 81, 27),
(186, 'REF186', 84, 26),
(187, 'REF187', 40, 22),
(188, 'REF188', 69, 39),
(189, 'REF189', 86, 49),
(190, 'REF190', 44, 2),
(191, 'REF191', 47, 38),
(192, 'REF192', 59, 27),
(193, 'REF193', 50, 37),
(194, 'REF194', 87, 39),
(195, 'REF195', 21, 16),
(196, 'REF196', 84, 13),
(197, 'REF197', 90, 8),
(198, 'REF198', 86, 27),
(199, 'REF199', 85, 40),
(200, 'REF200', 73, 9),
(201, 'REF201', 69, 33),
(202, 'REF202', 53, 28),
(203, 'REF203', 33, 50),
(204, 'REF204', 19, 3),
(205, 'REF205', 63, 17),
(206, 'REF206', 35, 39),
(207, 'REF207', 51, 40),
(208, 'REF208', 90, 38),
(209, 'REF209', 51, 16),
(210, 'REF210', 50, 26),
(211, 'REF211', 44, 27),
(212, 'REF212', 97, 36),
(213, 'REF213', 25, 38),
(214, 'REF214', 39, 34),
(215, 'REF215', 3, 5),
(216, 'REF216', 92, 42),
(217, 'REF217', 36, 21),
(218, 'REF218', 37, 40),
(219, 'REF219', 42, 45),
(220, 'REF220', 96, 16),
(221, 'REF221', 68, 14),
(222, 'REF222', 7, 20),
(223, 'REF223', 25, 36),
(224, 'REF224', 2, 12),
(225, 'REF225', 21, 32),
(226, 'REF226', 89, 4),
(227, 'REF227', 32, 23),
(228, 'REF228', 76, 45),
(229, 'REF229', 66, 38),
(230, 'REF230', 46, 18),
(231, 'REF231', 21, 47),
(232, 'REF232', 45, 26),
(233, 'REF233', 34, 37),
(234, 'REF234', 12, 10),
(235, 'REF235', 11, 3),
(236, 'REF236', 45, 8),
(237, 'REF237', 6, 11),
(238, 'REF238', 70, 7),
(239, 'REF239', 72, 4),
(240, 'REF240', 2, 14),
(241, 'REF241', 13, 19),
(242, 'REF242', 84, 36),
(243, 'REF243', 63, 47),
(244, 'REF244', 63, 31),
(245, 'REF245', 46, 6),
(246, 'REF246', 15, 39),
(247, 'REF247', 86, 23),
(248, 'REF248', 5, 38),
(249, 'REF249', 8, 5),
(250, 'REF250', 42, 4),
(251, 'REF251', 40, 15),
(252, 'REF252', 89, 45),
(253, 'REF253', 85, 19),
(254, 'REF254', 69, 21),
(255, 'REF255', 3, 31),
(256, 'REF256', 94, 44),
(257, 'REF257', 14, 37),
(258, 'REF258', 93, 34),
(259, 'REF259', 3, 44),
(260, 'REF260', 16, 31),
(261, 'REF261', 32, 32),
(262, 'REF262', 89, 14),
(263, 'REF263', 9, 1),
(264, 'REF264', 99, 3),
(265, 'REF265', 62, 44),
(266, 'REF266', 70, 35),
(267, 'REF267', 13, 42),
(268, 'REF268', 84, 15),
(269, 'REF269', 84, 38),
(270, 'REF270', 4, 9),
(271, 'REF271', 88, 30),
(272, 'REF272', 51, 43),
(273, 'REF273', 37, 12),
(274, 'REF274', 94, 2),
(275, 'REF275', 98, 42),
(276, 'REF276', 51, 3),
(277, 'REF277', 37, 1),
(278, 'REF278', 73, 34),
(279, 'REF279', 8, 20),
(280, 'REF280', 63, 35),
(281, 'REF281', 11, 34),
(282, 'REF282', 74, 42),
(283, 'REF283', 2, 25),
(284, 'REF284', 10, 16),
(285, 'REF285', 60, 19),
(286, 'REF286', 38, 40),
(287, 'REF287', 38, 40),
(288, 'REF288', 84, 27),
(289, 'REF289', 17, 15),
(290, 'REF290', 9, 11),
(291, 'REF291', 6, 28),
(292, 'REF292', 82, 16),
(293, 'REF293', 61, 27),
(294, 'REF294', 79, 35),
(295, 'REF295', 42, 40),
(296, 'REF296', 30, 1),
(297, 'REF297', 56, 30),
(298, 'REF298', 8, 2),
(299, 'REF299', 95, 47),
(300, 'REF300', 100, 28),
(301, 'REF301', 76, 26),
(302, 'REF302', 9, 40),
(303, 'REF303', 57, 2),
(304, 'REF304', 61, 41),
(305, 'REF305', 23, 40),
(306, 'REF306', 72, 25),
(307, 'REF307', 73, 13),
(308, 'REF308', 7, 29),
(309, 'REF309', 83, 44),
(310, 'REF310', 43, 13),
(311, 'REF311', 91, 23),
(312, 'REF312', 30, 40),
(313, 'REF313', 12, 46),
(314, 'REF314', 65, 42),
(315, 'REF315', 96, 16),
(316, 'REF316', 1, 45),
(317, 'REF317', 73, 14),
(318, 'REF318', 99, 3),
(319, 'REF319', 44, 38),
(320, 'REF320', 50, 34),
(321, 'REF321', 79, 13),
(322, 'REF322', 99, 45),
(323, 'REF323', 38, 30),
(324, 'REF324', 89, 4),
(325, 'REF325', 35, 25),
(326, 'REF326', 25, 26),
(327, 'REF327', 34, 12),
(328, 'REF328', 37, 40),
(329, 'REF329', 92, 4),
(330, 'REF330', 44, 13),
(331, 'REF331', 70, 21),
(332, 'REF332', 25, 27),
(333, 'REF333', 46, 7),
(334, 'REF334', 21, 39),
(335, 'REF335', 17, 27),
(336, 'REF336', 24, 21),
(337, 'REF337', 92, 31),
(338, 'REF338', 52, 27),
(339, 'REF339', 77, 18),
(340, 'REF340', 85, 40),
(341, 'REF341', 38, 24),
(342, 'REF342', 32, 12),
(343, 'REF343', 29, 22),
(344, 'REF344', 31, 44),
(345, 'REF345', 35, 17),
(346, 'REF346', 27, 12),
(347, 'REF347', 91, 45),
(348, 'REF348', 24, 16),
(349, 'REF349', 40, 34),
(350, 'REF350', 31, 11),
(351, 'REF351', 79, 39),
(352, 'REF352', 86, 7),
(353, 'REF353', 2, 15),
(354, 'REF354', 81, 7),
(355, 'REF355', 1, 4),
(356, 'REF356', 21, 44),
(357, 'REF357', 4, 27),
(358, 'REF358', 57, 36),
(359, 'REF359', 59, 35),
(360, 'REF360', 46, 43),
(361, 'REF361', 78, 12),
(362, 'REF362', 48, 47),
(363, 'REF363', 32, 1),
(364, 'REF364', 11, 33),
(365, 'REF365', 74, 26),
(366, 'REF366', 16, 2),
(367, 'REF367', 50, 38),
(368, 'REF368', 100, 38),
(369, 'REF369', 27, 17),
(370, 'REF370', 35, 36),
(371, 'REF371', 84, 7),
(372, 'REF372', 23, 37),
(373, 'REF373', 52, 28),
(374, 'REF374', 8, 33),
(375, 'REF375', 76, 34),
(376, 'REF376', 44, 7),
(377, 'REF377', 92, 49),
(378, 'REF378', 32, 32),
(379, 'REF379', 82, 32),
(380, 'REF380', 1, 26),
(381, 'REF381', 1, 13),
(382, 'REF382', 49, 9),
(383, 'REF383', 62, 34),
(384, 'REF384', 99, 35),
(385, 'REF385', 88, 6),
(386, 'REF386', 42, 40),
(387, 'REF387', 21, 37),
(388, 'REF388', 26, 25),
(389, 'REF389', 98, 33),
(390, 'REF390', 5, 13),
(391, 'REF391', 28, 46),
(392, 'REF392', 64, 5),
(393, 'REF393', 90, 39),
(394, 'REF394', 42, 48),
(395, 'REF395', 27, 25),
(396, 'REF396', 59, 49),
(397, 'REF397', 96, 41),
(398, 'REF398', 50, 28),
(399, 'REF399', 95, 21),
(400, 'REF400', 54, 38),
(401, 'REF401', 75, 44),
(402, 'REF402', 50, 47),
(403, 'REF403', 88, 43),
(404, 'REF404', 51, 18),
(405, 'REF405', 16, 14),
(406, 'REF406', 47, 49),
(407, 'REF407', 43, 6),
(408, 'REF408', 3, 2),
(409, 'REF409', 64, 32),
(410, 'REF410', 20, 35),
(411, 'REF411', 80, 47),
(412, 'REF412', 7, 1),
(413, 'REF413', 16, 33),
(414, 'REF414', 55, 33),
(415, 'REF415', 97, 14),
(416, 'REF416', 5, 36),
(417, 'REF417', 52, 1),
(418, 'REF418', 58, 13),
(419, 'REF419', 45, 28),
(420, 'REF420', 17, 18),
(421, 'REF421', 3, 5),
(422, 'REF422', 15, 14),
(423, 'REF423', 53, 25),
(424, 'REF424', 27, 14),
(425, 'REF425', 1, 33),
(426, 'REF426', 44, 26),
(427, 'REF427', 6, 46),
(428, 'REF428', 39, 47),
(429, 'REF429', 61, 13),
(430, 'REF430', 16, 12),
(431, 'REF431', 32, 49),
(432, 'REF432', 68, 22),
(433, 'REF433', 30, 16),
(434, 'REF434', 83, 32),
(435, 'REF435', 4, 4),
(436, 'REF436', 4, 2),
(437, 'REF437', 69, 49),
(438, 'REF438', 89, 15),
(439, 'REF439', 58, 10),
(440, 'REF440', 6, 18),
(441, 'REF441', 1, 30),
(442, 'REF442', 39, 31),
(443, 'REF443', 59, 21),
(444, 'REF444', 98, 29),
(445, 'REF445', 30, 39),
(446, 'REF446', 88, 13),
(447, 'REF447', 64, 11),
(448, 'REF448', 48, 4),
(449, 'REF449', 54, 35),
(450, 'REF450', 37, 49),
(451, 'REF451', 25, 10),
(452, 'REF452', 52, 8),
(453, 'REF453', 50, 32),
(454, 'REF454', 53, 24),
(455, 'REF455', 6, 21),
(456, 'REF456', 32, 39),
(457, 'REF457', 97, 26),
(458, 'REF458', 93, 32),
(459, 'REF459', 69, 47),
(460, 'REF460', 61, 30),
(461, 'REF461', 47, 37),
(462, 'REF462', 56, 9),
(463, 'REF463', 77, 31),
(464, 'REF464', 24, 23),
(465, 'REF465', 51, 39),
(466, 'REF466', 76, 43),
(467, 'REF467', 8, 34),
(468, 'REF468', 38, 38),
(469, 'REF469', 29, 20),
(470, 'REF470', 7, 3),
(471, 'REF471', 37, 7),
(472, 'REF472', 55, 28),
(473, 'REF473', 77, 8),
(474, 'REF474', 38, 18),
(475, 'REF475', 66, 28),
(476, 'REF476', 35, 31),
(477, 'REF477', 89, 1),
(478, 'REF478', 52, 1),
(479, 'REF479', 15, 1),
(480, 'REF480', 92, 14),
(481, 'REF481', 82, 17),
(482, 'REF482', 63, 18),
(483, 'REF483', 61, 32),
(484, 'REF484', 5, 9),
(485, 'REF485', 75, 27),
(486, 'REF486', 30, 36),
(487, 'REF487', 4, 17),
(488, 'REF488', 65, 26),
(489, 'REF489', 40, 40),
(490, 'REF490', 65, 31),
(491, 'REF491', 88, 19),
(492, 'REF492', 60, 49),
(493, 'REF493', 52, 43),
(494, 'REF494', 100, 7),
(495, 'REF495', 83, 28),
(496, 'REF496', 32, 4),
(497, 'REF497', 14, 28),
(498, 'REF498', 72, 22),
(499, 'REF499', 80, 14),
(500, 'REF500', 81, 10),
(501, 'REF501', 60, 49),
(502, 'REF502', 39, 32),
(503, 'REF503', 65, 26),
(504, 'REF504', 81, 19),
(505, 'REF505', 70, 32),
(506, 'REF506', 27, 23),
(507, 'REF507', 45, 8),
(508, 'REF508', 24, 33),
(509, 'REF509', 91, 3),
(510, 'REF510', 8, 27),
(511, 'REF511', 87, 38),
(512, 'REF512', 45, 45),
(513, 'REF513', 100, 45),
(514, 'REF514', 65, 23),
(515, 'REF515', 93, 18),
(516, 'REF516', 62, 14),
(517, 'REF517', 74, 17),
(518, 'REF518', 98, 3),
(519, 'REF519', 41, 15),
(520, 'REF520', 44, 19),
(521, 'REF521', 92, 27),
(522, 'REF522', 24, 42),
(523, 'REF523', 87, 4),
(524, 'REF524', 88, 41),
(525, 'REF525', 67, 14),
(526, 'REF526', 47, 7),
(527, 'REF527', 64, 25),
(528, 'REF528', 34, 50),
(529, 'REF529', 68, 32),
(530, 'REF530', 99, 43),
(531, 'REF531', 16, 49),
(532, 'REF532', 73, 6),
(533, 'REF533', 36, 23),
(534, 'REF534', 35, 27),
(535, 'REF535', 100, 9),
(536, 'REF536', 56, 45),
(537, 'REF537', 42, 37),
(538, 'REF538', 4, 45),
(539, 'REF539', 24, 21),
(540, 'REF540', 19, 17),
(541, 'REF541', 23, 32),
(542, 'REF542', 10, 21),
(543, 'REF543', 30, 7),
(544, 'REF544', 79, 20),
(545, 'REF545', 20, 30),
(546, 'REF546', 85, 29),
(547, 'REF547', 25, 21),
(548, 'REF548', 89, 50),
(549, 'REF549', 88, 9),
(550, 'REF550', 97, 45),
(551, 'REF551', 50, 26),
(552, 'REF552', 31, 24),
(553, 'REF553', 15, 14),
(554, 'REF554', 67, 44),
(555, 'REF555', 86, 45),
(556, 'REF556', 81, 14),
(557, 'REF557', 47, 11),
(558, 'REF558', 25, 36),
(559, 'REF559', 26, 16),
(560, 'REF560', 9, 39),
(561, 'REF561', 3, 15),
(562, 'REF562', 37, 7),
(563, 'REF563', 96, 3),
(564, 'REF564', 90, 20),
(565, 'REF565', 34, 35),
(566, 'REF566', 17, 27),
(567, 'REF567', 76, 49),
(568, 'REF568', 1, 13),
(569, 'REF569', 88, 48),
(570, 'REF570', 80, 23),
(571, 'REF571', 60, 3),
(572, 'REF572', 90, 47),
(573, 'REF573', 25, 43),
(574, 'REF574', 79, 36),
(575, 'REF575', 90, 47),
(576, 'REF576', 95, 44),
(577, 'REF577', 71, 43),
(578, 'REF578', 69, 31),
(579, 'REF579', 97, 10),
(580, 'REF580', 85, 39),
(581, 'REF581', 87, 7),
(582, 'REF582', 19, 13),
(583, 'REF583', 64, 37),
(584, 'REF584', 56, 4),
(585, 'REF585', 16, 47),
(586, 'REF586', 96, 37),
(587, 'REF587', 98, 7),
(588, 'REF588', 79, 9),
(589, 'REF589', 82, 8),
(590, 'REF590', 10, 45),
(591, 'REF591', 59, 50),
(592, 'REF592', 5, 18),
(593, 'REF593', 84, 50),
(594, 'REF594', 22, 34),
(595, 'REF595', 65, 17),
(596, 'REF596', 5, 24),
(597, 'REF597', 23, 36),
(598, 'REF598', 39, 22),
(599, 'REF599', 28, 20),
(600, 'REF600', 70, 22),
(601, 'REF601', 48, 23),
(602, 'REF602', 31, 38),
(603, 'REF603', 55, 49),
(604, 'REF604', 7, 13),
(605, 'REF605', 21, 23),
(606, 'REF606', 12, 4),
(607, 'REF607', 14, 24),
(608, 'REF608', 44, 15),
(609, 'REF609', 39, 17),
(610, 'REF610', 64, 42),
(611, 'REF611', 22, 49),
(612, 'REF612', 74, 28),
(613, 'REF613', 25, 4),
(614, 'REF614', 33, 30),
(615, 'REF615', 90, 26),
(616, 'REF616', 42, 20),
(617, 'REF617', 71, 26),
(618, 'REF618', 89, 28),
(619, 'REF619', 53, 4),
(620, 'REF620', 58, 27),
(621, 'REF621', 64, 4),
(622, 'REF622', 98, 35),
(623, 'REF623', 93, 50),
(624, 'REF624', 18, 44),
(625, 'REF625', 96, 46),
(626, 'REF626', 94, 2),
(627, 'REF627', 29, 12),
(628, 'REF628', 88, 50),
(629, 'REF629', 21, 11),
(630, 'REF630', 84, 25),
(631, 'REF631', 27, 48),
(632, 'REF632', 33, 32),
(633, 'REF633', 26, 39),
(634, 'REF634', 57, 31),
(635, 'REF635', 23, 33),
(636, 'REF636', 69, 26),
(637, 'REF637', 95, 29),
(638, 'REF638', 80, 24),
(639, 'REF639', 57, 37),
(640, 'REF640', 77, 50),
